,H_0,H_1,H_2,H_3,H_4
0.0,144.0,144.0,144.0,144.0,144.0
0.3333333333333333,59.590800000000016,33.09627486453621,34.25857385358454,77.6438603639341,84.24000000000001
0.6666666666666666,64.27080000000001,29.483361879833268,47.999621410168984,84.24000000000001,84.24000000000001
1.0,52.95891585663626,34.507183511107975,27.836364640203488,84.24000000000001,84.24000000000001
1.3333333333333333,50.23080000000001,37.0527912938067,31.530573279890795,84.24000000000001,84.24000000000001
1.6666666666666667,60.39573273496965,34.657028864202296,26.589105393112604,84.24000000000001,84.24000000000001
2.0,49.17576107753998,23.238996569096773,38.08265207521544,84.24000000000001,84.24000000000001
2.3333333333333335,54.91080000000001,29.19468685243297,14.067024439100537,84.24000000000001,84.24000000000001
2.6666666666666665,54.910800000000016,22.588479281930304,46.73442103938597,74.64728571428573,84.24000000000001
3.0,54.91080000000001,16.521967368497517,39.19027607901182,84.24000000000001,84.24000000000001
3.3333333333333335,59.590800000000016,30.48441856081309,34.59200258351236,80.86634264874964,84.24000000000001
3.6666666666666665,64.27080000000001,19.36531978668116,46.0631300071598,84.24000000000001,84.24000000000001
4.0,54.62230485728774,38.881962201210015,12.698325725773492,86.12842016574484,84.24000000000001
4.333333333333333,50.23080000000001,25.86418564590292,47.907263347318704,84.24000000000001,84.24000000000001
4.666666666666667,60.60306013162401,50.34641856099979,29.038749856429742,84.24000000000001,84.24000000000001
5.0,53.59404662320561,48.28765307937637,26.64076759880131,74.21321636319257,84.24000000000001
5.333333333333333,54.91080000000001,10.722911354572869,48.43260485402082,84.24000000000001,84.24000000000001
5.666666666666667,54.910800000000016,37.937454015098936,11.085336835171544,84.24000000000001,84.24000000000001
6.0,54.91080000000001,26.775446978228715,27.927652172947713,84.24000000000001,84.24000000000001
6.333333333333333,59.590800000000016,16.470923304302808,51.558737913915316,84.24000000000001,84.24000000000001
6.666666666666667,64.27080000000001,5.286669979973596,50.33083226810916,84.24000000000001,84.24000000000001
7.0,55.54361361525831,47.66967791102478,46.789094248542106,77.13466406173683,84.24000000000001
7.333333333333333,50.23080000000001,25.99845011623144,63.61212008673057,84.24000000000001,84.24000000000001
7.666666666666667,59.88186675908389,38.38158514787581,22.599606254452738,84.24000000000001,84.24000000000001
8.0,54.160142385102176,30.633721392200187,34.48222776616611,84.24000000000001,84.24000000000001
8.333333333333334,54.91080000000001,15.36059542795575,48.65460858319777,83.09587403425134,84.24000000000001
8.666666666666666,54.910800000000016,37.21742932174295,30.682374333166116,84.24000000000001,84.24000000000001
9.0,54.91080000000001,34.82519755719132,72.94426644420496,77.86785683827316,84.24000000000001
9.333333333333334,53.72089917435925,47.58575941767769,23.39177000489719,84.24000000000001,84.24000000000001
9.666666666666666,64.27080000000001,30.17549788805057,44.23761902552583,84.24000000000001,84.24000000000001
10.0,55.005943343461965,23.2184054435455,47.16562984142004,84.24000000000001,84.24000000000001
10.333333333333334,50.23080000000001,32.995297546226794,40.35404321348043,84.24000000000001,84.24000000000001
10.666666666666666,61.98034846115073,29.21415534622305,144.0,84.24000000000001,84.24000000000001
11.0,52.96453588834993,33.695767306016776,47.26607866995258,84.24000000000001,84.24000000000001
11.333333333333334,54.91080000000001,23.357713402534486,46.21559604605887,84.24000000000001,84.24000000000001
11.666666666666666,53.05386072640129,33.33349153550416,35.35103445539554,84.24000000000001,84.24000000000001
12.0,54.91080000000001,51.135081703724765,44.300193452173545,82.97453515794584,84.24000000000001
12.333333333333334,59.590800000000016,47.933608787388714,4.452998042318881,84.24000000000001,84.24000000000001
12.666666666666666,64.27080000000001,34.160644979500255,39.88295099987919,75.39810319326548,84.24000000000001
13.0,54.68895902259576,38.1788315230003,36.931985298610144,84.24000000000001,84.24000000000001
13.333333333333334,50.23080000000001,42.388407864314296,19.846020239211306,84.24000000000001,84.24000000000001
13.666666666666666,56.889376868409215,18.33636348734806,49.479915187404515,80.96687981612449,84.24000000000001
14.0,42.84147165236715,46.2640882875603,27.207374619483655,74.30758105991148,84.24000000000001
14.333333333333334,54.91080000000001,36.36044311681791,36.75156462847557,84.24000000000001,84.24000000000001
14.666666666666666,51.12811775390453,23.678403962893164,38.44677309607896,84.24000000000001,84.24000000000001
15.0,54.91080000000001,54.586475506309355,29.09162751552401,84.24000000000001,84.24000000000001
15.333333333333334,59.590800000000016,31.508228064135206,34.413495810557095,75.55579139592146,84.24000000000001
15.666666666666666,64.27080000000001,49.10952549540154,21.4803027105897,84.24000000000001,84.24000000000001
16.0,54.128722668997426,22.14381838130263,53.02961174854646,84.24000000000001,84.24000000000001
16.333333333333332,50.23080000000001,37.150683664847705,144.0,84.24000000000001,84.24000000000001
16.666666666666668,61.44406850531786,26.150619640202894,46.13541034579695,84.24000000000001,84.24000000000001
17.0,53.65199082783581,34.09129919144822,41.28710694896939,84.24000000000001,84.24000000000001
17.333333333333332,54.91080000000001,34.794355469166746,29.437310830569796,84.24000000000001,84.24000000000001
17.666666666666668,54.25113882723494,34.855709327544425,29.85112914716492,84.24000000000001,84.24000000000001
18.0,54.91080000000001,33.650567456054276,23.901350162885702,84.24000000000001,84.24000000000001
18.333333333333332,59.590800000000016,41.72256314668216,28.743279383282808,84.24000000000001,84.24000000000001
18.666666666666668,64.27080000000001,36.26372922891397,34.6298756876237,84.24000000000001,84.24000000000001
19.0,54.1834160929502,17.23149334840895,45.028109788282066,75.23530404304512,84.24000000000001
19.333333333333332,50.23080000000001,35.77867231639942,144.0,77.04870956657325,84.24000000000001
19.666666666666668,60.04474159859597,31.012714433996745,27.443262029582524,84.24000000000001,84.24000000000001
20.0,52.22407424451759,20.970487161375175,46.360507885417036,84.24000000000001,84.24000000000001
20.333333333333332,51.37413232589766,26.02454230561882,47.31707090435531,84.24000000000001,84.24000000000001
20.666666666666668,48.81882653465672,35.938265804108006,30.05944240942399,84.24000000000001,84.24000000000001
21.0,54.91080000000001,35.87210538705317,24.1011985717751,84.24000000000001,84.24000000000001
21.333333333333332,59.590800000000016,41.54089839506108,28.742494763959773,84.24000000000001,84.24000000000001
21.666666666666668,64.27080000000001,24.1381024083273,64.72610737827932,84.24000000000001,84.24000000000001
22.0,53.10593958796318,45.53639124708966,20.59731957877395,83.63189537042614,84.24000000000001
22.333333333333332,50.23080000000001,39.96737690069606,19.429882700683038,85.65431940883337,84.24000000000001
22.666666666666668,60.329519936217814,33.07505084776933,40.822613695314494,84.24000000000001,84.24000000000001
23.0,52.49080743162521,53.51307143796821,30.48170333297151,84.24000000000001,84.24000000000001
23.333333333333332,54.91080000000001,22.748667556583055,45.233739980197946,84.24000000000001,84.24000000000001
23.666666666666668,54.910800000000016,43.65419031765659,17.02315011620816,84.24000000000001,84.24000000000001
24.0,54.91080000000001,34.032113031609455,40.18662317604878,74.02502812447783,84.24000000000001
24.333333333333332,59.590800000000016,13.258795756507475,45.19600796190001,84.24000000000001,84.24000000000001
24.666666666666668,64.27080000000001,43.27120951026103,24.56432039513267,82.83702539419231,84.24000000000001
25.0,54.0668604367335,21.933381909810144,39.15952216026339,84.24000000000001,84.24000000000001
25.333333333333332,50.23080000000001,28.080000000000002,55.2854532792258,84.24000000000001,84.24000000000001
25.666666666666668,59.210650085703236,31.523218165761183,65.32089061836288,84.24000000000001,84.24000000000001
26.0,53.290119793140235,18.720000000000002,42.528212603332356,84.24000000000001,84.24000000000001
26.333333333333332,54.91080000000001,39.37330783896662,42.51650977554955,84.24000000000001,84.24000000000001
26.666666666666668,53.482768118594976,18.720000000000002,42.611354633590345,84.24000000000001,84.24000000000001
27.0,54.91080000000001,39.477120422838716,42.644018311027374,84.24000000000001,84.24000000000001
27.333333333333332,59.5455873951683,18.720000000000002,42.60967604741934,84.24000000000001,84.24000000000001
27.666666666666668,64.27080000000001,39.290667544360495,42.41493361597513,84.24000000000001,84.24000000000001
28.0,51.190953599370424,18.720000000000002,42.61269109429119,84.24000000000001,84.24000000000001
28.333333333333332,50.23080000000001,43.352133195616496,17.199931661068128,84.24000000000001,84.24000000000001
28.666666666666668,59.378995547657574,36.82795211985356,30.44501283471872,84.24000000000001,84.24000000000001
29.0,49.68799465849462,27.28494964999678,38.87898479104342,84.24000000000001,84.24000000000001
29.333333333333332,56.028512702400754,30.281852228084404,35.26441683822319,84.24000000000001,84.24000000000001
29.666666666666668,54.910800000000016,24.58548189430973,22.357060258757983,84.24000000000001,84.24000000000001
30.0,54.91080000000001,28.15977618499442,41.74297757603603,84.24000000000001,84.24000000000001
30.333333333333332,59.590800000000016,35.70283561668939,27.63997057061521,84.24000000000001,84.24000000000001
30.666666666666668,64.27080000000001,20.013645789319888,43.06877907410499,84.24000000000001,84.24000000000001
31.0,53.34356354854918,27.197724856911567,38.69317242502704,84.24000000000001,84.24000000000001
31.333333333333332,50.23080000000001,47.18657429225895,17.05246643531619,84.24000000000001,84.24000000000001
31.666666666666668,60.35518248813294,29.768405773153475,56.23774822108342,84.24000000000001,84.24000000000001
32.0,52.85809423823627,32.20013250603363,36.70662616886812,84.24000000000001,84.24000000000001
32.333333333333336,54.91080000000001,46.800000000000004,35.34615251008083,84.24000000000001,84.24000000000001
32.666666666666664,51.44537953056553,1.2216962150549167,42.93371670036143,84.24000000000001,84.24000000000001
33.0,54.91080000000001,24.589283417987666,40.39979477108122,84.24000000000001,84.24000000000001
33.333333333333336,59.590800000000016,28.929660320058485,31.685685549309675,84.24000000000001,84.24000000000001
33.666666666666664,64.27080000000001,45.22719879956628,20.1238386388912,84.24000000000001,84.24000000000001
34.0,55.41239448564443,29.792787171047348,41.64694594193556,83.51566930194906,84.24000000000001
34.333333333333336,50.23080000000001,29.65249340031205,33.14033027379923,84.24000000000001,84.24000000000001
34.666666666666664,59.3374315134631,32.59605157668298,30.110344847890488,84.24000000000001,84.24000000000001
35.0,52.31250485546776,35.52346719065732,21.735667613423967,84.24000000000001,84.24000000000001
35.333333333333336,54.91080000000001,45.84118479995178,19.269777825851314,77.07942199727285,84.24000000000001
35.666666666666664,54.910800000000016,39.63010243721212,14.658121255828506,83.86611194777451,84.24000000000001
36.0,54.91080000000001,34.03014822728707,27.501927548977328,84.24000000000001,84.24000000000001
36.333333333333336,59.590800000000016,47.94312174081394,4.3989490630204,84.24000000000001,84.24000000000001
36.666666666666664,64.27080000000001,33.67285648331371,39.39131155774795,75.23967107327424,84.24000000000001
37.0,53.64319388584506,35.43489900930869,144.0,84.24000000000001,84.24000000000001
37.333333333333336,50.23080000000001,70.33565727979202,29.383703397036392,73.91491759440372,84.24000000000001
37.666666666666664,53.38585828556909,29.140292528358287,47.15503151407169,84.24000000000001,84.24000000000001
38.0,50.15454420673694,41.77260097527959,34.26634517248382,84.24000000000001,84.24000000000001
38.333333333333336,54.91080000000001,35.052715530578375,33.73434984563973,84.24000000000001,84.24000000000001
38.666666666666664,42.14401950115686,37.23073799525927,27.48036143430098,84.24000000000001,84.24000000000001
39.0,54.91080000000001,41.28749052463811,19.5261437664591,85.65632513052154,84.24000000000001
39.333333333333336,53.8656028880885,33.08839677039502,40.83589860109073,84.24000000000001,84.24000000000001
39.666666666666664,61.89474330783243,53.51737623823863,30.48170131979299,84.24000000000001,84.24000000000001
40.0,55.20703352680904,22.748652245488294,45.233727231576054,84.24000000000001,84.24000000000001
40.333333333333336,50.23080000000001,19.548626460587442,39.53874797067167,84.24000000000001,84.24000000000001
40.666666666666664,59.845844200992715,30.48677522993167,34.82487022866253,84.24000000000001,84.24000000000001
41.0,52.53204434356911,2.098230360445954,41.79535107745172,84.24000000000001,84.24000000000001
41.333333333333336,54.91080000000001,18.720000000000002,50.925881043303384,84.24000000000001,84.24000000000001
41.666666666666664,54.910800000000016,33.8736654069957,50.22348877305717,84.24000000000001,84.24000000000001
42.0,54.91080000000001,34.06415675478704,43.1713158936521,84.24000000000001,84.24000000000001
42.333333333333336,59.590800000000016,35.62482626812719,42.52965253625436,84.24000000000001,84.24000000000001
42.666666666666664,64.27080000000001,38.87927967700157,12.069641232966063,84.24000000000001,84.24000000000001
43.0,55.26590798585221,46.35889576548472,12.325887905899936,84.24000000000001,84.24000000000001
43.333333333333336,50.23080000000001,38.82271220606163,25.61924186103992,85.26262506614435,84.24000000000001
43.666666666666664,59.45172923076842,26.612957471236346,45.541605176574436,84.24000000000001,84.24000000000001
44.0,42.5823795540507,31.0989586997753,34.65081228128769,84.24000000000001,84.24000000000001
44.333333333333336,54.91080000000001,26.72360597416061,40.70278935479636,84.24000000000001,84.24000000000001
44.666666666666664,50.857148003828215,23.536358651835176,40.18447014051552,84.24000000000001,84.24000000000001
45.0,54.91080000000001,29.201971825238218,43.50732059206613,84.24000000000001,84.24000000000001
45.333333333333336,59.590800000000016,31.795140035578715,33.29401247536416,84.24000000000001,84.24000000000001
45.666666666666664,64.27080000000001,27.09690375946328,44.192668323677225,84.24000000000001,84.24000000000001
46.0,56.225945713978014,20.19919452003981,40.150366423888784,84.24000000000001,84.24000000000001
46.333333333333336,50.23080000000001,72.4927046347402,31.896754640617033,84.24000000000001,84.24000000000001
46.666666666666664,60.8504426382548,46.60386906837204,20.326752109473,84.24000000000001,84.24000000000001
47.0,52.11677345377156,20.554225548284485,46.15536323392942,84.24000000000001,84.24000000000001
47.333333333333336,54.91080000000001,25.821465477908436,47.14862270860129,84.24000000000001,84.24000000000001
47.666666666666664,54.910800000000016,47.92919886508133,26.790085442343855,84.24000000000001,84.24000000000001
48.0,51.68203525296987,24.29884308476559,24.230094163174865,84.24000000000001,84.24000000000001
48.333333333333336,59.590800000000016,43.69891557257664,3.05068814644081,80.99177148858699,84.24000000000001
48.666666666666664,64.27080000000001,21.903413988273506,45.90737521429764,84.24000000000001,84.24000000000001
49.0,57.245980011465264,10.71312588266668,48.452044219831016,84.63985306352548,84.24000000000001
49.333333333333336,50.23080000000001,12.46799023127046,46.24949647885624,84.24000000000001,84.24000000000001
49.666666666666664,57.04628335373539,20.049246529593365,57.79014782061946,84.24000000000001,84.24000000000001
50.0,45.324379935414385,34.72759156702173,27.217258358895222,84.24000000000001,84.24000000000001
50.333333333333336,54.91080000000001,5.386053027050317,46.314977260619294,84.24000000000001,84.24000000000001
50.666666666666664,54.910800000000016,39.11214924989703,12.010157133732093,76.30271678614582,84.24000000000001
51.0,54.91080000000001,30.37927582214469,33.764456214830275,84.24000000000001,84.24000000000001
51.333333333333336,49.95754691897611,40.70501623853516,19.326174911516187,84.24000000000001,84.24000000000001
51.666666666666664,64.27080000000001,12.450679168188389,50.054728384233734,84.24000000000001,84.24000000000001
52.0,50.393739871904394,26.714014483514745,45.9997749414905,84.24000000000001,84.24000000000001
52.333333333333336,50.23080000000001,31.09526961179222,41.259659372547624,84.24000000000001,84.24000000000001
52.666666666666664,59.69812735422318,24.645027133655226,35.67449999279646,84.24000000000001,84.24000000000001
53.0,52.5637993723977,39.09355218090355,20.823052681382613,75.03970226121807,84.24000000000001
53.333333333333336,54.91080000000001,30.281340248944314,45.05128076751659,84.24000000000001,84.24000000000001
53.666666666666664,54.910800000000016,42.19485423158743,39.94641737306868,84.24000000000001,84.24000000000001
54.0,54.91080000000001,47.88126603663659,45.46794895917126,84.24000000000001,84.24000000000001
54.333333333333336,59.590800000000016,9.460175431218596,44.34435424568222,83.67932875934295,84.24000000000001
54.666666666666664,64.27080000000001,51.23814284677448,44.150263142625036,84.24000000000001,84.24000000000001
55.0,55.2259361962338,54.732379042233084,19.27115131238912,76.70601301831881,84.24000000000001
55.333333333333336,50.23080000000001,28.720000000000002,33.740655297971124,84.24000000000001,84.24000000000001
55.666666666666664,60.16487810785193,19.998920313219234,57.7896472204449,82.38765737965475,84.24000000000001
56.0,54.32933143717423,31.66639411594823,74.88000000000001,84.24000000000001,84.24000000000001
56.333333333333336,54.91080000000001,20.066708069923045,57.80652449114663,84.24000000000001,84.24000000000001
56.666666666666664,45.001199312326506,29.44298614053691,34.76595841572779,84.24000000000001,84.24000000000001
57.0,54.91080000000001,38.95319230102556,25.98557001816566,84.24000000000001,84.24000000000001
57.333333333333336,59.590800000000016,43.12425126634604,16.58238528744228,84.24000000000001,84.24000000000001
