,H_0,H_1,H_2,H_3,H_4
57.666666666666664,64.27080000000001,18.720000000000002,42.809511096814084,84.24000000000001,84.24000000000001
58.0,52.40432209457933,34.389936051188876,27.76067271470405,84.24000000000001,84.24000000000001
58.333333333333336,50.23080000000001,35.42561113548097,46.39493500709549,84.24000000000001,84.24000000000001
58.666666666666664,59.27140580104346,21.56823773665091,42.06963909265886,86.34849957054908,84.24000000000001
59.0,51.98294207227558,34.61240263589781,40.986718014584845,84.24000000000001,84.24000000000001
59.333333333333336,55.42099540150763,24.138486156455635,33.866199480514894,84.24000000000001,84.24000000000001
59.666666666666664,53.82769570765739,25.367162960749585,40.67463214356937,84.24000000000001,84.24000000000001
60.0,54.91080000000001,45.07753802312783,22.032485851061615,84.24000000000001,84.24000000000001
60.333333333333336,54.07261489671066,32.970797676130374,31.12258490327958,84.24000000000001,84.24000000000001
60.666666666666664,64.27080000000001,45.114913639623445,19.005384164971368,84.24000000000001,84.24000000000001
61.0,50.8684394863863,32.08266851104103,42.0780403549847,84.24000000000001,84.24000000000001
61.333333333333336,50.23080000000001,34.51481869385939,33.84946715171597,76.92789989747273,84.24000000000001
61.666666666666664,59.08176553620601,39.304168420342194,21.072339555969375,76.70766328070523,84.24000000000001
62.0,52.33917277133321,30.495353266180494,45.13448406511012,84.24000000000001,84.24000000000001
62.333333333333336,54.91080000000001,13.51754268749967,37.60334018960571,84.24000000000001,84.24000000000001
62.666666666666664,54.910800000000016,24.557035316795194,40.33428225127859,84.24000000000001,84.24000000000001
63.0,54.91080000000001,31.086015914152576,31.696668476749775,84.24000000000001,84.24000000000001
